Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3
2017-06-11 09:20:00,22.76,49.22,0.079,601.8,599.2,24286.09272,12120.99792,12725.16923
2017-06-11 09:30:00,22.64,47.25,0.083,633.0,628.8,24781.98675,12375.46778,13174.15385
2017-06-11 09:40:00,22.73,46.75,0.081,641.9,647.3,25252.45033,12626.19543,13298.21538
2017-06-11 09:50:00,22.98,46.38,0.084,684.4,690.5,25557.61589,12775.88358,13404.55385
2017-06-11 10:00:00,23.17,46.11,0.08,699.8,700.0,26015.36424,12989.18919,13670.4
2017-06-11 10:10:00,23.39,45.21,0.084,733.0,721.0,26473.11258,13475.67568,14013.04615
2017-06-11 10:20:00,23.89,44.74,0.078,739.0,628.1,26829.13907,13745.11435,14385.23077
2017-06-11 10:30:00,23.61,44.18,0.082,761.0,394.9,27096.15894,13752.59875,14497.47692
2017-06-11 10:40:00,23.95,43.98,0.085,791.0,183.3,27630.19868,14029.52183,14503.38462
2017-06-11 10:50:00,24.08,42.54,0.084,802.0,105.9,27948.07947,14216.63202,14875.56923
2017-06-11 11:00:00,24.18,42.48,0.081,848.0,138.7,28164.23841,14351.35135,15200.49231
2017-06-11 11:10:00,24.57,42.91,0.08,729.0,203.4,28405.82781,14516.00832,15395.44615
2017-06-11 11:20:00,24.03,45.35,0.081,637.2,192.3,28927.15232,14639.50104,15596.30769
2017-06-11 11:30:00,24.06,44.91,0.081,537.8,240.6,29499.33775,14777.96258,15933.04615
2017-06-11 11:40:00,24.16,45.01,0.077,504.4,307.1,29855.36424,15219.54262,16187.07692
2017-06-11 11:50:00,23.99,44.14,0.079,275.8,223.7,30287.68212,15387.94179,16027.56923
2017-06-11 12:00:00,23.89,44.18,0.081,307.2,248.2,30529.27152,15552.59875,16322.95385
2017-06-11 12:10:00,23.99,45.45,0.08,649.7,247.2,30541.98675,15840.74844,16689.23077
2017-06-11 12:20:00,24.26,44.91,0.081,366.6,269.2,30872.58278,15870.68607,16754.21538
2017-06-11 12:30:00,23.86,46.45,0.08,706.0,286.8,31241.3245,16061.53846,16695.13846
2017-06-11 12:40:00,24.33,47.21,0.082,744.0,206.9,31838.9404,16151.35135,16848.73846
2017-06-11 12:50:00,24.11,44.28,0.08,562.3,258.2,31991.52318,16271.10187,17155.93846
2017-06-11 13:00:00,24.72,42.94,0.079,917.0,231.2,31902.51656,16607.90021,17504.49231
2017-06-11 13:10:00,24.88,41.61,0.079,422.9,270.9,32029.66887,16873.59667,17776.24615
2017-06-11 13:20:00,24.33,43.98,0.082,732.0,264.2,31940.66225,16817.46362,17782.15385
2017-06-11 13:30:00,24.28,45.85,0.08,740.0,284.8,32233.11258,16611.64241,18000.73846
2017-06-11 13:40:00,24.17,48.15,0.079,693.9,284.4,32322.11921,16765.07277,18071.63077
2017-06-11 13:50:00,24.31,48.05,0.078,909.0,194.2,32449.27152,16776.29938,18077.53846
2017-06-11 14:00:00,24.78,45.91,0.081,488.0,158.9,32678.1457,16843.65904,18201.6
2017-06-11 14:10:00,24.22,46.84,0.08,288.4,228.4,32716.29139,17086.90229,18284.30769
2017-06-11 14:20:00,24.23,47.04,0.081,428.1,277.4,32894.30464,17135.55094,18254.76923
2017-06-11 14:30:00,24.19,47.98,0.08,199.5,167.3,33046.88742,17060.70686,18260.67692
2017-06-11 14:40:00,23.99,48.18,0.08,554.2,204.8,33123.17881,17056.96466,18432.0
2017-06-11 14:50:00,24.25,47.58,0.078,335.0,174.0,33110.46358,17120.58212,18502.89231
2017-06-11 15:00:00,23.91,48.01,0.078,223.1,179.7,33008.74172,16967.15177,18367.01538
2017-06-11 15:10:00,23.79,48.64,0.081,165.1,138.3,33123.17881,17221.62162,18449.72308
2017-06-11 15:20:00,23.83,48.81,0.08,212.3,174.1,32856.15894,17767.98337,18573.78462
2017-06-11 15:30:00,23.99,48.44,0.081,410.4,249.0,31877.08609,18838.25364,18863.26154
2017-06-11 15:40:00,24.13,48.21,0.078,307.1,199.4,32245.82781,18965.48857,18963.69231
2017-06-11 15:50:00,24.19,48.81,0.08,449.8,193.6,32271.25828,18939.29314,18816.0
2017-06-11 16:00:00,24.36,47.54,0.079,664.6,187.4,32347.54967,19085.23909,18875.07692
2017-06-11 16:10:00,24.77,47.14,0.078,770.0,140.1,32512.84768,19126.40333,19028.67692
2017-06-11 16:20:00,24.61,47.27,0.079,575.5,161.0,32360.2649,19077.75468,18845.53846
2017-06-11 16:30:00,24.58,46.04,0.08,421.6,150.8,32385.69536,19145.11435,18963.69231
2017-06-11 16:40:00,24.42,46.64,0.08,490.3,162.9,32601.8543,19354.67775,19099.56923
2017-06-11 16:50:00,24.42,46.51,0.081,668.1,192.5,32932.45033,19485.65489,19241.35385
2017-06-11 17:00:00,24.22,47.14,0.079,410.5,185.9,33097.74834,19560.49896,19471.75385
2017-06-11 17:10:00,23.93,47.77,0.078,477.0,283.0,32716.29139,19732.64033,19495.38462
2017-06-11 17:20:00,24.03,45.8,0.08,278.5,203.0,33428.34437,19758.83576,19713.96923
2017-06-11 17:30:00,23.73,45.7,0.081,157.4,123.0,33555.49669,20185.44699,19920.73846
2017-06-11 17:40:00,23.59,45.77,0.079,209.5,170.8,34140.39735,20436.17464,20097.96923
2017-06-11 17:50:00,23.38,45.3,0.077,161.1,129.5,34661.72185,20380.04158,20405.16923
2017-06-11 18:00:00,23.45,45.5,0.078,241.9,231.4,34979.60265,20724.32432,20676.92308
2017-06-11 18:10:00,23.48,46.14,0.081,246.1,246.3,35462.78146,20967.56757,21096.36923
2017-06-11 18:20:00,23.85,45.87,0.08,347.0,369.9,35856.95364,21817.04782,21628.06154
2017-06-11 18:30:00,23.79,45.64,0.081,303.8,323.0,36607.15232,22254.88565,22147.93846
2017-06-11 18:40:00,23.73,46.07,0.081,285.2,302.3,37649.80132,23209.14761,23004.55385
2017-06-11 18:50:00,23.71,47.57,0.08,245.5,264.9,39010.33113,24137.21414,23872.98462
2017-06-11 19:00:00,23.37,49.04,0.081,205.5,224.4,40676.02649,25035.34304,25072.24615
2017-06-11 19:10:00,23.22,49.11,0.081,175.4,191.7,42494.30464,26004.5738,26442.83077
2017-06-11 19:20:00,23.03,50.94,0.082,141.3,153.9,44719.4702,27235.75884,27730.70769
2017-06-11 19:30:00,22.82,52.24,0.082,88.8,92.1,44935.62914,27112.26611,28398.27692
2017-06-11 19:40:00,22.51,53.81,0.078,43.71,38.13,43536.95364,25783.78378,27748.43077
2017-06-11 19:50:00,22.24,54.18,0.081,52.92,49.15,42685.03311,25035.34304,27878.4
2017-06-11 20:00:00,22.11,54.01,0.081,44.8,38.74,42875.76159,25375.88358,28268.30769
2017-06-11 20:10:00,22.03,52.17,0.081,45.71,41.24,43575.09934,25660.29106,28445.53846
2017-06-11 20:20:00,21.84,54.08,0.082,17.37,14.39,44070.99338,26034.51143,28374.64615
2017-06-11 20:30:00,21.67,56.85,0.082,5.472,4.733,44147.28477,25686.48649,28303.75385
2017-06-11 20:40:00,21.48,57.91,0.082,1.898,1.668,44477.88079,25656.54886,28451.44615
2017-06-11 20:50:00,21.37,58.78,0.085,0.329,0.322,44465.16556,26030.76923,28522.33846
2017-06-11 21:00:00,21.23,59.98,0.083,0.084,0.13,43486.09272,26161.74636,28102.89231
2017-06-11 21:10:00,20.98,61.01,0.078,0.073,0.052,43269.93377,25896.0499,27860.67692
2017-06-11 21:20:00,20.71,61.48,0.08,0.08,0.085,43511.52318,25679.00208,27523.93846
2017-06-11 21:30:00,20.51,62.85,0.082,0.055,0.056,43066.49007,25402.079,27258.09231
2017-06-11 21:40:00,20.32,64.15,0.081,0.084,0.082,42875.76159,25286.07069,27323.07692
2017-06-11 21:50:00,20.18,64.85,0.08,0.069,0.1,42863.04636,25420.79002,27204.92308
2017-06-11 22:00:00,20.05,65.91,0.082,0.066,0.063,42507.01987,25604.158,26815.01538
2017-06-11 22:10:00,19.89,66.51,0.082,0.059,0.078,43053.77483,25686.48649,26549.16923
2017-06-11 22:20:00,19.76,67.08,0.078,0.055,0.126,42888.47682,26098.1289,26490.09231
2017-06-11 22:30:00,19.6,67.52,0.082,0.055,0.119,42863.04636,26288.98129,26448.73846
2017-06-11 22:40:00,19.49,68.48,0.079,0.048,0.133,42863.04636,26296.4657,26330.58462
2017-06-11 22:50:00,19.3,69.25,0.079,0.051,0.1,42786.75497,26060.70686,26076.55385
2017-06-11 23:00:00,19.32,69.25,0.082,0.044,0.13,42710.46358,25731.39293,25869.78462
2017-06-11 23:10:00,19.08,69.89,0.078,0.055,0.082,42418.01325,25596.6736,25810.70769
2017-06-11 23:20:00,19.12,69.92,0.081,0.048,0.137,41833.11258,25581.70478,25751.63077
2017-06-11 23:30:00,19.13,69.85,0.08,0.055,0.133,41413.50993,25259.87526,25598.03077
2017-06-11 23:40:00,19.12,69.55,0.082,0.062,0.093,40726.88742,24911.85031,25332.18462
2017-06-11 23:50:00,19.12,68.32,0.082,0.062,0.189,40294.56954,24653.63825,25054.52308
2017-06-12 00:00:00,19.15,67.42,0.085,0.077,0.185,39646.09272,24343.03534,24954.09231
2017-06-12 00:10:00,19.19,67.55,0.085,0.099,0.067,39658.80795,24346.77755,24995.44615
2017-06-12 00:20:00,18.98,68.48,0.082,0.066,0.115,38717.88079,24096.0499,24700.06154
2017-06-12 00:30:00,18.54,69.62,0.082,0.044,0.137,38310.99338,23605.82121,24245.16923
2017-06-12 00:40:00,18.4,69.65,0.079,0.051,0.141,38094.83444,23508.52391,24162.46154
2017-06-12 00:50:00,18.3,69.49,0.085,0.062,0.13,38069.40397,23411.22661,24109.29231
2017-06-12 01:00:00,18.31,68.65,0.08,0.062,0.1,37904.10596,23355.09356,24085.66154
2017-06-12 01:10:00,18.28,67.35,0.079,0.048,0.111,37624.37086,23171.72557,24221.53846
2017-06-12 01:20:00,18.22,66.92,0.079,0.062,0.085,37853.24503,23377.54678,24197.90769
2017-06-12 01:30:00,18.12,67.88,0.082,0.044,0.093,37865.96026,23497.2973,24398.76923
2017-06-12 01:40:00,17.99,68.45,0.083,0.051,0.163,38692.45033,23684.40748,24859.56923
2017-06-12 01:50:00,17.97,68.62,0.08,0.084,0.104,39518.9404,23665.69647,25131.32308
2017-06-12 02:00:00,17.89,68.52,0.081,0.059,0.078,40294.56954,23875.25988,25391.26154
2017-06-12 02:10:00,17.78,67.32,0.081,0.066,0.111,40637.88079,24137.21414,25137.23077
2017-06-12 02:20:00,17.66,65.95,0.08,0.055,0.1,39709.66887,23886.48649,24629.16923
2017-06-12 02:30:00,17.57,66.18,0.079,0.029,0.111,39112.05298,23414.96881,24422.4
2017-06-12 02:40:00,17.5,66.25,0.081,0.059,0.104,38298.27815,23138.04574,23689.84615
2017-06-12 02:50:00,17.53,66.18,0.078,0.069,0.107,37865.96026,22913.51351,23087.26154
2017-06-12 03:00:00,17.66,65.82,0.083,0.062,0.096,37128.47682,22528.06653,22466.95385
2017-06-12 03:10:00,17.75,65.55,0.081,0.077,0.148,36123.97351,21772.14137,21374.03077
2017-06-12 03:20:00,17.75,66.28,0.082,0.066,0.107,33784.37086,20791.68399,20222.03077
2017-06-12 03:30:00,17.77,66.39,0.077,0.059,0.082,31800.7947,19702.7027,19247.26154
2017-06-12 03:40:00,17.69,66.52,0.08,0.073,0.089,30338.54305,19044.07484,18544.24615
2017-06-12 03:50:00,17.64,66.99,0.081,0.044,0.115,29384.90066,18329.31393,18095.26154
2017-06-12 04:00:00,17.74,67.02,0.08,0.055,0.115,28850.86093,17947.60915,17622.64615
2017-06-12 04:10:00,17.91,66.89,0.082,0.051,0.122,28431.25828,17749.27235,17150.03077
2017-06-12 04:20:00,17.86,66.59,0.082,0.073,0.1,27935.36424,17588.35759,16919.63077
2017-06-12 04:30:00,17.86,66.42,0.082,0.069,0.1,26612.98013,16626.61123,16352.49231
2017-06-12 04:40:00,17.86,66.29,0.079,0.044,0.148,25354.17219,16050.31185,15554.95385
2017-06-12 04:50:00,17.92,65.79,0.08,0.051,0.126,24324.23841,15485.23909,14420.67692
2017-06-12 05:00:00,17.8,67.22,0.081,0.048,0.126,23357.88079,14459.87526,12736.98462
2017-06-12 05:10:00,17.6,69.86,0.081,0.069,0.1,22811.12583,13969.64657,12240.73846
2017-06-12 05:20:00,17.32,72.5,0.078,0.044,0.107,22671.25828,13924.74012,11886.27692
2017-06-12 05:30:00,17.42,72.3,0.076,0.055,0.13,22544.10596,13846.15385,11756.30769
2017-06-12 05:40:00,17.56,71.3,0.077,0.051,0.185,22226.22517,13898.5447,11614.52308
2017-06-12 05:50:00,17.67,70.4,0.074,0.296,0.267,21933.77483,13655.30146,11390.03077
2017-06-12 06:00:00,17.82,69.86,0.079,1.178,0.956,21844.76821,13790.02079,11271.87692
2017-06-12 06:10:00,17.92,69.86,0.074,2.436,1.938,22137.21854,13771.30977,11165.53846
2017-06-12 06:20:00,17.97,69.56,0.083,5.794,4.522,22493.24503,13879.83368,11236.43077
2017-06-12 06:30:00,17.81,70.4,0.077,10.33,7.95,22569.53642,14231.60083,10816.98462
2017-06-12 06:40:00,17.92,69.16,0.076,17.37,13.98,22709.40397,14205.40541,11053.29231
2017-06-12 06:50:00,17.95,68.22,0.079,30.62,23.77,22442.38411,14138.04574,11106.46154
2017-06-12 07:00:00,17.94,67.79,0.081,42.76,32.95,22556.82119,14358.83576,11136.0
2017-06-12 07:10:00,17.96,67.69,0.079,49.82,38.82,22836.55629,14497.2973,11183.26154
2017-06-12 07:20:00,18.03,66.99,0.08,51.71,41.3,23027.28477,14931.39293,11354.58462
2017-06-12 07:30:00,18.2,65.92,0.079,52.85,42.45,23179.86755,14905.19751,11413.66154
2017-06-12 07:40:00,18.28,64.62,0.078,64.79,52.21,23129.00662,15253.22245,11484.55385
2017-06-12 07:50:00,18.2,64.65,0.078,88.0,71.8,23548.60927,15597.5052,11437.29231
2017-06-12 08:00:00,18.31,64.55,0.078,124.3,97.6,24438.6755,15881.91268,11679.50769
2017-06-12 08:10:00,18.47,63.85,0.081,156.0,119.4,24807.41722,16054.05405,11957.16923
2017-06-12 08:20:00,18.64,63.69,0.081,162.8,125.9,25227.01987,16304.7817,12093.04615
2017-06-12 08:30:00,18.84,61.99,0.081,173.5,134.4,25875.49669,16787.52599,12258.46154
2017-06-12 08:40:00,18.94,60.78,0.082,186.5,150.2,26180.66225,16832.43243,12423.87692
2017-06-12 08:50:00,19.06,59.89,0.08,232.1,182.3,26562.11921,17000.8316,12672.0
2017-06-12 09:00:00,19.3,59.42,0.081,328.5,270.8,27833.64238,16357.17256,12926.03077
2017-06-12 09:10:00,19.53,57.15,0.079,326.5,271.3,28774.56954,16102.7027,13310.03077
2017-06-12 09:20:00,19.98,53.98,0.079,455.2,414.1,29601.0596,16525.57173,13812.18462
2017-06-12 09:30:00,19.92,53.18,0.082,371.9,325.3,29842.64901,16607.90021,13812.18462
2017-06-12 09:40:00,19.87,53.39,0.082,270.7,207.5,30402.11921,17041.99584,14089.84615
2017-06-12 09:50:00,19.98,53.09,0.081,252.9,189.5,30783.57616,17195.4262,14373.41538
2017-06-12 10:00:00,20.2,52.85,0.079,317.3,245.2,31114.17219,17483.57588,14851.93846
2017-06-12 10:10:00,20.64,49.62,0.082,356.4,281.1,31686.35762,17955.09356,15005.53846
2017-06-12 10:20:00,20.68,49.88,0.079,290.2,234.0,32296.68874,18145.94595,15135.50769
2017-06-12 10:30:00,20.64,49.98,0.082,215.2,176.5,32500.13245,18351.76715,15289.10769
2017-06-12 10:40:00,20.56,50.42,0.082,232.3,192.8,32818.01325,18508.93971,15472.24615
2017-06-12 10:50:00,20.71,50.68,0.077,317.7,238.0,32614.56954,18501.4553,15927.13846
2017-06-12 11:00:00,20.9,49.98,0.083,585.5,303.9,33148.60927,18553.84615,16021.66154
2017-06-12 11:10:00,21.37,49.15,0.081,655.8,289.9,33517.35099,19152.59875,15974.4
2017-06-12 11:20:00,21.82,48.01,0.081,740.0,332.7,33758.9404,19511.85031,16057.10769
2017-06-12 11:30:00,21.55,47.61,0.084,351.1,260.8,34064.10596,19485.65489,16139.81538
2017-06-12 11:40:00,21.47,47.78,0.079,304.2,229.7,34178.54305,19721.41372,16393.84615
2017-06-12 11:50:00,21.3,47.91,0.083,187.7,157.4,34763.44371,20046.98545,16624.24615
2017-06-12 12:00:00,21.25,48.52,0.081,226.4,183.9,35208.47682,20054.46985,16730.58462
2017-06-12 12:10:00,21.87,47.78,0.081,742.0,283.2,35513.64238,19785.03119,16931.44615
2017-06-12 12:20:00,22.48,45.21,0.081,777.0,315.3,35500.92715,19972.14137,16984.61538
2017-06-12 12:30:00,22.67,44.61,0.081,526.7,298.2,35666.22517,20207.90021,17155.93846
2017-06-12 12:40:00,22.28,42.34,0.084,211.2,172.4,35831.52318,20484.82328,17262.27692
2017-06-12 12:50:00,22.13,43.14,0.081,299.9,234.3,36327.41722,20338.87734,17380.43077
2017-06-12 13:00:00,22.38,43.24,0.08,568.6,284.6,36276.55629,20615.80042,17463.13846
2017-06-12 13:10:00,22.39,41.84,0.082,596.7,318.6,36480.0,21012.47401,17569.47692
2017-06-12 13:20:00,22.67,41.81,0.082,641.7,318.2,36937.74834,20926.40333,17864.86154
2017-06-12 13:30:00,22.65,41.91,0.081,457.6,303.3,37039.4702,20952.59875,17882.58462
2017-06-12 13:40:00,22.63,40.77,0.081,425.4,307.8,37026.75497,20731.80873,17888.49231
2017-06-12 13:50:00,22.63,40.61,0.082,286.3,225.1,36950.46358,20746.77755,17929.84615
2017-06-12 14:00:00,22.48,41.27,0.083,346.7,233.0,37141.19205,20930.14553,18030.27692
2017-06-12 14:10:00,22.77,41.31,0.083,546.2,311.9,37230.19868,20720.58212,18107.07692
2017-06-12 14:20:00,22.53,41.47,0.082,379.9,270.3,37293.77483,21027.44283,18402.46154
2017-06-12 14:30:00,22.49,41.67,0.085,372.8,267.0,37408.21192,21106.02911,18491.07692
2017-06-12 14:40:00,22.53,41.34,0.079,445.8,307.2,37446.35762,21180.87318,18485.16923
2017-06-12 14:50:00,22.71,41.21,0.082,318.3,228.4,37128.47682,21094.80249,18355.2
2017-06-12 15:00:00,22.5,42.11,0.085,157.0,130.6,36797.88079,20795.4262,18396.55385
2017-06-12 15:10:00,22.31,42.88,0.082,195.2,162.3,36721.5894,20978.79418,18609.23077
2017-06-12 15:20:00,22.28,43.71,0.083,310.1,242.5,36899.60265,20795.4262,18733.29231
2017-06-12 15:30:00,22.36,43.98,0.082,497.8,303.1,36861.45695,20982.53638,18561.96923
2017-06-12 15:40:00,22.84,43.41,0.083,711.0,217.3,37001.3245,20664.44906,18656.49231
2017-06-12 15:50:00,23.04,42.01,0.082,422.0,213.4,37064.90066,20537.21414,18745.10769
2017-06-12 16:00:00,23.06,41.64,0.082,381.6,221.1,36912.31788,20668.19127,19040.49231
2017-06-12 16:10:00,22.86,41.44,0.081,212.3,168.3,37141.19205,20701.8711,19058.21538
2017-06-12 16:20:00,22.81,41.31,0.083,213.5,172.3,37014.03974,20436.17464,18774.64615
2017-06-12 16:30:00,22.81,40.57,0.084,219.9,177.2,37014.03974,20413.72141,18798.27692
2017-06-12 16:40:00,22.74,41.64,0.083,219.0,168.5,36988.60927,20728.06653,18845.53846
2017-06-12 16:50:00,22.55,41.98,0.079,156.6,126.8,37204.76821,20664.44906,19070.03077
2017-06-12 17:00:00,22.42,42.44,0.082,108.0,88.7,37192.05298,20754.26195,19318.15385
2017-06-12 17:10:00,22.39,42.88,0.083,112.7,93.0,37319.2053,20986.27859,19436.30769
2017-06-12 17:20:00,22.34,42.88,0.079,93.3,77.3,37420.92715,21199.5842,19448.12308
2017-06-12 17:30:00,22.17,42.74,0.081,117.8,97.7,37700.66225,20978.79418,19648.98462
2017-06-12 17:40:00,22.01,43.11,0.084,128.8,103.9,38400.0,21079.83368,20003.44615
2017-06-12 17:50:00,21.91,43.21,0.084,143.8,117.2,38107.54967,21240.74844,20186.58462
2017-06-12 18:00:00,21.94,43.51,0.08,118.7,96.2,38616.15894,21626.19543,20576.49231
2017-06-12 18:10:00,21.92,43.74,0.082,113.7,89.4,38819.60265,21805.82121,21072.73846
2017-06-12 18:20:00,21.82,44.04,0.081,102.1,84.1,39404.50331,22441.99584,21622.15385
2017-06-12 18:30:00,21.71,44.44,0.081,80.5,66.16,40014.83444,22819.95842,22260.18462
2017-06-12 18:40:00,21.63,44.84,0.083,68.07,55.91,40892.18543,23908.93971,23093.16923
2017-06-12 18:50:00,21.47,45.18,0.083,70.4,56.95,41769.53642,24979.20998,23884.8
2017-06-12 19:00:00,21.28,45.58,0.076,73.7,63.58,42863.04636,26090.64449,24652.8
2017-06-12 19:10:00,21.15,45.31,0.086,57.54,51.49,44948.34437,27089.81289,25686.64615
2017-06-12 19:20:00,21.07,44.94,0.082,48.39,41.43,46982.78146,27819.54262,27116.30769
2017-06-12 19:30:00,21.0,44.41,0.08,42.24,35.53,47567.68212,27969.23077,28167.87692
2017-06-12 19:40:00,20.88,44.78,0.08,33.18,28.47,46169.00662,26618.29522,27098.58462
2017-06-12 19:50:00,20.83,45.58,0.083,29.65,25.84,44630.46358,25866.11227,27169.47692
2017-06-12 20:00:00,20.71,45.58,0.084,13.17,10.95,44757.61589,26449.89605,27884.30769
2017-06-12 20:10:00,20.57,47.15,0.082,8.86,7.37,45851.12583,26726.81913,27937.47692
2017-06-12 20:20:00,20.38,47.91,0.081,4.909,3.933,46474.17219,26637.00624,28067.44615
2017-06-12 20:30:00,20.28,48.35,0.079,2.714,2.324,46347.01987,26689.39709,27955.2
2017-06-12 20:40:00,20.21,49.72,0.083,1.306,1.108,46626.75497,26640.74844,28150.15385
2017-06-12 20:50:00,20.07,50.68,0.082,0.355,0.33,46639.4702,26659.45946,27925.66154
2017-06-12 21:00:00,19.99,51.42,0.086,0.113,0.07,46219.86755,26618.29522,27606.64615
2017-06-12 21:10:00,19.91,51.65,0.08,0.066,0.063,45825.69536,26427.44283,27612.55385
2017-06-12 21:20:00,19.87,51.65,0.085,0.077,0.089,45584.10596,25993.34719,27240.36923
2017-06-12 21:30:00,19.84,51.92,0.08,0.07,0.059,45304.37086,25712.68191,26927.26154
2017-06-12 21:40:00,19.79,53.19,0.083,0.055,0.111,45253.50993,25619.12682,26903.63077
2017-06-12 21:50:00,19.79,53.15,0.08,0.033,0.085,45075.49669,25716.42412,26590.52308
2017-06-12 22:00:00,19.8,53.45,0.078,0.062,0.111,44922.91391,25600.4158,26366.03077
2017-06-12 22:10:00,19.79,54.05,0.079,0.033,0.093,45151.78808,25529.31393,26247.87692
2017-06-12 22:20:00,19.7,54.45,0.084,0.073,0.104,45393.37748,25353.43035,26206.52308
2017-06-12 22:30:00,19.6,54.89,0.085,0.062,0.078,45736.68874,25619.12682,26212.43077
2017-06-12 22:40:00,19.48,55.09,0.079,0.084,0.082,45596.82119,25566.73597,26123.81538
2017-06-12 22:50:00,19.35,55.55,0.083,0.095,0.048,45266.22517,25218.71102,25964.30769
2017-06-12 23:00:00,19.19,56.02,0.084,0.051,0.119,44630.46358,24953.01455,25834.33846
2017-06-12 23:10:00,18.96,56.39,0.083,0.066,0.119,44249.00662,24822.03742,25627.56923
2017-06-12 23:20:00,18.95,55.72,0.082,0.04,0.122,43842.11921,24634.92723,25397.16923
2017-06-12 23:30:00,18.96,54.85,0.083,0.026,0.085,43028.34437,24324.32432,25249.47692
2017-06-12 23:40:00,18.89,55.42,0.082,0.029,0.115,42405.29801,23927.65073,25060.43077
2017-06-12 23:50:00,18.92,56.19,0.081,0.059,0.115,41985.69536,23729.31393,24977.72308
2017-06-13 00:00:00,18.76,57.12,0.081,0.051,0.078,41527.94702,23549.68815,24800.49231
2017-06-13 00:10:00,18.68,57.66,0.082,0.07,0.096,41299.07285,23441.16424,24617.35385
2017-06-13 00:20:00,18.78,57.52,0.083,0.055,0.082,40815.89404,23257.79626,24422.4
2017-06-13 00:30:00,18.76,58.26,0.082,0.051,0.096,40523.44371,23066.94387,24286.52308
2017-06-13 00:40:00,18.92,58.49,0.082,0.037,0.126,40103.84106,22891.06029,24422.4
2017-06-13 00:50:00,18.95,58.36,0.082,0.051,0.082,39442.64901,22958.41996,24286.52308
2017-06-13 01:00:00,19.1,57.96,0.078,0.048,0.085,38794.17219,22853.63825,24062.03077
2017-06-13 01:10:00,19.12,56.92,0.083,0.04,0.108,38946.75497,22730.14553,24115.2
2017-06-13 01:20:00,19.12,57.12,0.08,0.08,0.089,38895.89404,22801.2474,24162.46154
2017-06-13 01:30:00,19.06,57.39,0.08,0.048,0.093,38819.60265,22737.62994,24280.61538
2017-06-13 01:40:00,19.03,57.66,0.079,0.055,0.1,39963.97351,23119.33472,24759.13846
2017-06-13 01:50:00,18.86,58.86,0.083,0.048,0.093,41349.93377,23538.46154,25036.8
2017-06-13 02:00:00,18.65,59.73,0.082,0.066,0.07,41833.11258,23980.04158,25007.26154
2017-06-13 02:10:00,18.51,60.76,0.083,0.066,0.085,41782.25166,23916.42412,24759.13846
2017-06-13 02:20:00,18.35,61.76,0.085,0.07,0.082,41299.07285,23714.34511,24410.58462
2017-06-13 02:30:00,18.3,63.16,0.083,0.04,0.115,40498.01325,23310.18711,24162.46154
2017-06-13 02:40:00,18.19,64.7,0.08,0.062,0.133,39646.09272,22891.06029,23689.84615
2017-06-13 02:50:00,18.0,65.83,0.08,0.066,0.096,38895.89404,22165.07277,23010.46154
2017-06-13 03:00:00,17.92,66.17,0.079,0.04,0.115,38450.86093,21757.17256,22478.76923
2017-06-13 03:10:00,17.78,66.4,0.079,0.048,0.108,37433.64238,21218.29522,21598.52308
2017-06-13 03:20:00,17.69,66.9,0.082,0.051,0.126,35424.63576,20162.99376,20511.50769
2017-06-13 03:30:00,17.56,67.03,0.08,0.048,0.111,33377.48344,19485.65489,19725.78462
2017-06-13 03:40:00,17.45,67.27,0.083,0.059,0.093,32322.11921,18785.86279,18857.35385
2017-06-13 03:50:00,17.44,67.37,0.083,0.062,0.1,31215.89404,18258.21206,17959.38462
2017-06-13 04:00:00,17.47,67.2,0.084,0.051,0.126,30198.6755,17760.49896,17463.13846
2017-06-13 04:10:00,17.52,67.1,0.084,0.077,0.119,29257.74834,17382.53638,17238.64615
2017-06-13 04:20:00,17.36,66.9,0.082,0.077,0.119,29486.62252,17045.73805,16955.07692
2017-06-13 04:30:00,17.24,67.3,0.084,0.033,0.119,28621.98675,16304.7817,16441.10769
2017-06-13 04:40:00,17.3,67.13,0.081,0.048,0.141,27058.01325,15492.72349,15543.13846
2017-06-13 04:50:00,17.18,66.8,0.08,0.051,0.13,25405.03311,14882.74428,14261.16923
2017-06-13 05:00:00,17.14,67.0,0.081,0.059,0.104,24629.40397,14317.67152,12683.81538
2017-06-13 05:10:00,16.97,67.4,0.079,0.059,0.093,24324.23841,14104.3659,12223.01538
2017-06-13 05:20:00,16.69,67.73,0.083,0.099,0.093,24133.50993,13707.69231,11809.47692
2017-06-13 05:30:00,16.62,67.83,0.08,0.08,0.141,23917.35099,13651.55925,11508.18462
2017-06-13 05:40:00,16.42,67.93,0.08,0.402,0.408,23841.0596,13415.80042,11283.69231
2017-06-13 05:50:00,16.26,67.97,0.084,3.431,2.903,23879.2053,13232.43243,11248.24615
2017-06-13 06:00:00,16.27,67.9,0.083,6.95,5.879,21895.62914,13022.86902,11189.16923
2017-06-13 06:10:00,16.37,67.43,0.081,16.68,13.78,20700.39735,13090.22869,11118.27692
2017-06-13 06:20:00,16.42,66.87,0.08,35.73,26.22,23268.87417,12921.82952,11053.29231
2017-06-13 06:30:00,16.58,66.77,0.079,63.04,48.28,23904.63576,13131.39293,11094.64615
2017-06-13 06:40:00,16.76,65.77,0.079,58.52,49.97,24082.64901,12996.6736,11106.46154
